Participant,Live_With,Another_Dog,Consider_Getting_Another_Dog,MostImp1_Rec,MostImp2_Rec,MostImp3_Rec,MostImp4_Rec,MostImp5_Rec,MostImp6_Rec,MostImpT2_1_Rec,MostImpT2_2_Rec,MostImpT2_3_Rec,MostImpT2_4_Rec,MostImpT2_5_Rec,MostImpT2_6_Rec,Where_Purchased_Rec,ExpectationsMet_YesNo,ExpectationsMet_Rec,Time_Thinking_Rec,Where_Dog_Is_Now_Rec,Live_With_Time_Rec,Where_Would_You_Purchase_Rec,First,Second,Third,Fourth,Fifth,Sixth,Shelter,Breeder,Yes,appearance,breed,size,age,personality,trainability,compatibility,rank_sum
P176,1,1,#NULL!,4,5,7,1,2,3,8,8,8,8,8,8,7,4,4,1,11,5,8,0,0,1,0,0,0,0,0,1,4,5,6,1,2,7,3,28
P260,0,1,#NULL!,4,2,6,3,1,5,8,8,8,8,8,8,7,4,4,1,1,3,8,0,0,1,0,0,0,0,0,1,5,2,4,1,6,3,7,28
P269,1,1,#NULL!,4,3,5,7,6,2,8,8,8,8,8,8,2,4,4,1,11,5,8,0,0,1,0,0,0,0,0,1,7,6,2,1,3,5,4,28
P287,1,1,#NULL!,4,5,1,3,7,2,8,8,8,8,8,8,7,4,4,2,11,5,8,0,0,1,0,0,0,0,0,1,3,6,4,1,2,7,5,28
P298,1,1,#NULL!,4,6,2,1,5,7,8,8,8,8,8,8,7,4,4,1,11,5,8,0,0,1,0,0,0,0,0,1,4,3,7,1,5,2,6,28
P394,1,1,#NULL!,4,3,5,1,2,6,8,8,8,8,8,8,7,4,4,2,11,5,8,0,0,1,0,0,0,0,0,1,4,5,2,1,3,6,7,28
P527,1,1,#NULL!,4,1,5,7,3,2,8,8,8,8,8,8,7,4,4,1,11,5,8,0,0,1,0,0,0,0,0,1,2,6,5,1,3,7,4,28
P625,1,1,#NULL!,4,5,6,3,7,1,8,8,8,8,8,8,7,4,4,2,11,5,8,0,0,1,0,0,0,0,0,1,6,7,4,1,2,3,5,28
P690,1,1,#NULL!,4,5,6,7,1,2,8,8,8,8,8,8,3,4,4,4,11,5,8,0,0,1,0,0,0,0,0,1,5,6,7,1,2,3,4,28
P704,1,1,#NULL!,4,5,6,1,2,7,8,8,8,8,8,8,7,4,4,2,11,5,8,0,0,1,0,0,0,0,0,1,4,5,7,1,2,3,6,28
P711,1,1,#NULL!,4,5,6,7,1,2,8,8,8,8,8,8,7,4,4,1,11,5,8,0,0,1,0,0,0,0,0,1,5,6,7,1,2,3,4,28
P719,1,1,#NULL!,4,5,7,1,6,2,8,8,8,8,8,8,7,4,4,1,11,5,8,0,0,1,0,0,0,0,0,1,4,6,7,1,2,5,3,28
P798,1,1,#NULL!,4,7,5,1,3,6,8,8,8,8,8,8,7,4,4,2,11,5,8,0,0,1,0,0,0,0,0,1,4,7,5,1,3,6,2,28
P820,1,1,#NULL!,4,5,1,6,7,2,8,8,8,8,8,8,7,4,4,1,11,5,8,0,0,1,0,0,0,0,0,1,3,6,7,1,2,4,5,28
P934,1,1,#NULL!,4,3,6,5,7,2,8,8,8,8,8,8,2,4,4,2,11,5,8,0,0,1,0,0,0,0,0,1,7,6,2,1,4,3,5,28
P953,1,1,#NULL!,4,3,5,1,2,6,8,8,8,8,8,8,2,4,4,2,11,5,8,0,0,1,0,0,0,0,0,1,4,5,2,1,3,6,7,28
P1017,1,1,#NULL!,4,5,3,1,6,2,8,8,8,8,8,8,7,4,4,2,11,5,8,0,0,1,0,0,0,0,0,1,4,6,3,1,2,5,7,28
P1066,1,1,#NULL!,4,5,6,7,3,2,8,8,8,8,8,8,7,4,4,1,11,5,8,0,0,1,0,0,0,0,0,1,7,6,5,1,2,3,4,28
P1260,1,1,#NULL!,4,5,1,6,7,2,8,8,8,8,8,8,7,4,4,1,11,5,8,0,0,1,0,0,0,0,0,1,3,6,7,1,2,4,5,28
P1294,1,1,#NULL!,4,6,2,3,5,7,8,8,8,8,8,8,2,4,4,2,11,5,8,0,0,1,0,0,0,0,0,1,7,3,4,1,5,2,6,28
P1412,1,1,#NULL!,4,5,3,7,2,6,8,8,8,8,8,8,2,4,4,1,11,5,8,0,0,1,0,0,0,0,0,1,7,5,3,1,2,6,4,28
P1413,1,1,#NULL!,4,5,3,7,3,6,8,8,8,8,8,8,2,4,4,2,11,5,8,0,0,1,0,0,0,0,0,1,7,0,5,1,2,6,4,25
P1465,1,1,#NULL!,4,3,5,7,2,1,8,8,8,8,8,8,7,4,4,2,11,5,8,0,0,1,0,0,0,0,0,1,6,5,2,1,3,7,4,28
P1510,1,1,#NULL!,4,5,6,7,1,2,8,8,8,8,8,8,3,4,4,4,11,5,8,0,0,1,0,0,0,0,0,1,5,6,7,1,2,3,4,28
P1567,1,1,#NULL!,4,5,2,3,1,6,8,8,8,8,8,8,2,4,4,2,11,5,8,0,0,1,0,0,0,0,0,1,5,3,4,1,2,6,7,28
P1664,1,1,#NULL!,4,5,3,1,6,7,8,8,8,8,8,8,7,4,4,1,11,5,8,0,0,1,0,0,0,0,0,1,4,7,3,1,2,5,6,28
P1676,1,1,#NULL!,4,5,1,3,6,7,8,8,8,8,8,8,7,4,4,1,11,5,8,0,0,1,0,0,0,0,0,1,3,7,4,1,2,5,6,28
P30,1,0,0,4,5,7,6,1,2,8,8,8,8,8,8,7,4,4,2,11,5,8,0,0,1,0,0,0,0,0,1,5,6,7,1,2,4,3,28
P14,1,0,1,4,7,5,6,1,3,4,5,1,6,7,3,7,4,4,4,11,5,7,0,0,1,0,0,0,0,0,1,5,7,6,1,3,4,2,28
P108,1,0,1,4,5,2,6,7,1,4,5,2,7,6,1,7,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,6,3,7,1,2,4,5,28
P279,1,0,1,4,3,5,7,6,2,3,5,4,7,2,2,2,4,4,2,11,5,2,0,0,1,0,0,0,0,0,1,7,6,2,1,3,5,4,28
P387,1,0,1,4,5,7,3,6,1,4,5,7,6,3,1,2,4,4,1,11,5,2,0,0,1,0,0,0,0,0,1,6,7,4,1,2,5,3,28
P412,1,0,1,4,6,1,5,7,2,5,7,2,6,4,1,7,4,4,2,11,5,7,0,0,1,0,0,0,0,0,1,3,6,7,1,4,2,5,28
P506,1,0,1,4,7,5,1,2,6,7,5,4,3,6,1,7,4,4,2,11,5,7,0,0,1,0,0,0,0,0,1,4,5,7,1,3,6,2,28
P534,1,0,1,4,2,1,5,3,6,5,4,2,1,3,6,7,4,4,2,11,5,7,0,0,1,0,0,0,0,0,1,3,2,5,1,4,6,7,28
P538,1,0,1,4,5,3,1,7,2,5,3,1,2,6,7,7,4,4,2,11,5,7,0,0,1,0,0,0,0,0,1,4,6,3,1,2,7,5,28
P642,1,0,1,4,6,5,1,2,3,4,5,1,3,6,2,7,4,4,4,11,5,7,0,0,1,0,0,0,0,0,1,4,5,6,1,3,2,7,28
P738,1,0,1,4,5,1,3,6,7,4,7,5,1,3,6,1,4,4,2,11,5,1,0,0,1,0,0,0,0,0,1,3,7,4,1,2,5,6,28
P774,1,0,1,4,5,7,1,6,3,5,4,7,1,6,3,7,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,4,7,6,1,2,5,3,28
P818,1,0,1,4,1,5,7,3,2,4,1,5,7,3,6,2,4,4,1,11,5,2,0,0,1,0,0,0,0,0,1,2,6,5,1,3,7,4,28
P924,1,0,1,4,7,5,6,1,3,4,5,7,1,6,3,7,4,4,4,11,5,7,0,0,1,0,0,0,0,0,1,5,7,6,1,3,4,2,28
P975,1,0,1,4,5,6,1,2,7,5,4,3,6,1,2,7,4,4,2,11,5,2,0,0,1,0,0,0,0,0,1,4,5,7,1,2,3,6,28
P982,1,0,1,4,5,1,6,7,3,5,1,6,4,7,2,7,4,4,2,11,5,7,0,0,1,0,0,0,0,0,1,3,7,6,1,2,4,5,28
P996,0,0,1,4,5,2,3,7,1,5,4,3,1,7,2,7,4,4,1,5,3,7,0,0,1,0,0,0,0,0,1,6,3,4,1,2,7,5,28
P1060,1,0,1,4,5,6,7,3,2,4,5,7,3,6,2,7,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,7,6,5,1,2,3,4,28
P1159,1,0,1,4,2,7,3,6,5,5,4,2,3,7,6,2,4,4,2,11,5,2,0,0,1,0,0,0,0,0,1,7,2,4,1,6,5,3,28
P1256,1,0,1,4,5,1,2,7,2,4,1,5,6,2,3,2,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,3,6,7,1,2,0,5,24
P1362,1,0,1,4,5,3,7,1,6,4,5,3,7,1,6,2,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,5,7,3,1,2,6,4,28
P1414,1,0,1,4,5,3,7,2,1,4,5,7,3,2,1,2,4,4,1,11,5,2,0,0,1,0,0,0,0,0,1,6,5,3,1,2,7,4,28
P1490,1,0,1,4,5,6,2,1,7,4,5,2,1,6,7,7,4,4,2,11,5,7,0,0,1,0,0,0,0,0,1,5,4,7,1,2,3,6,28
P1497,1,0,1,4,5,7,2,3,6,5,2,7,4,3,6,7,4,4,2,11,5,7,0,0,1,0,0,0,0,0,1,7,4,5,1,2,6,3,28
P1508,1,0,1,4,5,3,6,7,2,4,5,7,6,3,2,2,4,4,2,11,5,7,0,0,1,0,0,0,0,0,1,7,6,3,1,2,4,5,28
P1532,1,0,1,4,1,6,3,2,5,4,7,5,3,1,6,7,4,4,2,11,5,7,0,0,1,0,0,0,0,0,1,2,5,4,1,6,3,7,28
P1541,1,0,1,4,5,1,3,2,7,4,7,5,3,1,2,7,4,4,2,11,5,7,0,0,1,0,0,0,0,0,1,3,5,4,1,2,7,6,28
P1568,1,0,1,4,2,3,6,5,7,4,5,7,2,6,1,2,4,4,1,11,5,2,0,0,1,0,0,0,0,0,1,7,2,3,1,5,4,6,28
P1653,0,0,1,4,2,5,1,6,7,5,7,4,1,6,2,7,4,4,1,3,3,7,0,0,1,0,0,0,0,0,1,4,2,7,1,3,5,6,28
P1662,1,0,1,4,5,1,7,2,2,4,1,5,7,6,3,7,4,4,2,11,5,2,0,0,1,0,0,0,0,0,1,3,6,7,1,2,0,4,23
P1686,1,0,1,4,5,6,1,7,2,4,5,7,1,6,2,7,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,4,6,7,1,2,3,5,28
P1489,1,0,1,4,5,3,1,6,2,4,5,1,6,3,2,7,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,4,6,3,1,2,5,7,28
P1004,1,0,1,4,5,2,6,3,1,5,4,7,6,2,1,4,4,4,4,11,5,7,0,0,1,0,0,0,0,0,1,6,3,5,1,2,4,7,28
P858,1,1,#NULL!,4,5,6,1,2,7,8,8,8,8,8,8,7,4,4,2,11,5,8,0,0,1,0,0,0,0,0,1,4,5,7,1,2,3,6,28
P1659,1,0,1,4,5,7,3,2,1,7,4,3,5,1,2,3,4,4,1,11,5,1,0,0,1,0,0,0,0,0,1,6,5,4,1,2,7,3,28
P1000,1,0,1,4,7,5,6,2,1,4,7,5,6,2,1,7,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,6,5,7,1,3,4,2,28
P276,1,0,1,4,5,1,3,7,2,4,5,3,2,1,7,7,4,4,4,11,5,7,0,0,1,0,0,0,0,0,1,3,6,4,1,2,7,5,28
P1400,1,0,1,4,7,5,2,3,6,5,4,2,3,1,7,7,4,4,4,11,5,7,0,0,1,0,0,0,0,0,1,7,4,5,1,3,6,2,28
P683,1,1,#NULL!,4,5,7,3,6,1,8,8,8,8,8,8,4,4,4,4,11,5,8,0,0,1,0,0,0,0,0,1,6,7,4,1,2,5,3,28
P597,1,1,#NULL!,4,5,6,7,2,3,8,8,8,8,8,8,4,4,4,4,11,5,8,0,0,1,0,0,0,0,0,1,7,5,6,1,2,3,4,28
P54,1,0,1,4,5,7,1,6,2,4,5,7,1,6,2,3,4,4,4,11,5,6,0,0,1,0,0,0,0,0,1,4,6,7,1,2,5,3,28
P1307,1,0,1,4,1,6,2,5,7,3,6,1,2,4,5,4,4,4,4,11,5,7,0,0,1,0,0,0,0,0,1,2,4,7,1,5,3,6,28
P163,0,0,1,4,5,2,7,6,1,4,5,1,7,2,6,1,4,4,4,1,3,7,0,0,1,0,0,0,0,0,1,6,3,7,1,2,5,4,28
P189,1,1,#NULL!,4,1,2,6,5,7,8,8,8,8,8,8,4,4,4,4,11,5,8,0,0,1,0,0,0,0,0,1,2,3,7,1,5,4,6,28
P1683,1,0,1,4,7,6,5,3,3,4,5,6,7,3,2,3,4,4,4,11,5,7,0,0,1,0,0,0,0,0,1,7,0,6,1,4,3,2,23
P877,1,1,#NULL!,4,5,6,2,1,3,8,8,8,8,8,8,3,4,4,4,11,5,8,0,0,1,0,0,0,0,0,1,5,4,6,1,2,3,7,28
P1178,1,1,#NULL!,4,5,1,3,2,6,8,8,8,8,8,8,2,4,4,1,11,5,8,0,0,1,0,0,0,0,0,1,3,5,4,1,2,6,7,28
P635,1,0,0,4,5,6,7,3,1,8,8,8,8,8,8,4,4,4,4,11,5,8,0,0,1,0,0,0,0,0,1,6,7,5,1,2,3,4,28
P730,1,1,#NULL!,4,2,6,5,3,1,8,8,8,8,8,8,7,4,4,4,11,5,8,0,0,1,0,0,0,0,0,1,6,2,5,1,4,3,7,28
P1596,1,0,1,4,5,6,2,1,7,4,5,6,2,1,7,7,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,5,4,7,1,2,3,6,28
P1302,1,0,1,4,5,7,7,6,1,5,4,7,6,1,2,4,4,4,4,11,5,6,0,0,1,0,0,0,0,0,1,6,7,0,1,2,5,4,25
P1281,1,0,1,4,5,3,7,6,2,4,5,7,3,6,1,7,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,7,6,3,1,2,5,4,28
P992,1,1,#NULL!,4,7,5,6,2,1,8,8,8,8,8,8,3,4,4,4,11,5,8,0,0,1,0,0,0,0,0,1,6,5,7,1,3,4,2,28
P1171,1,1,#NULL!,4,2,6,3,1,7,8,8,8,8,8,8,7,4,4,4,11,5,8,0,0,1,0,0,0,0,0,1,5,2,4,1,7,3,6,28
P1175,1,0,1,4,2,3,6,1,5,4,7,5,2,3,6,7,4,4,4,11,5,7,0,0,1,0,0,0,0,0,1,5,2,3,1,6,4,7,28
P1189,1,0,1,4,5,1,3,7,2,4,5,7,1,3,6,7,4,4,2,11,5,7,0,0,1,0,0,0,0,0,1,3,6,4,1,2,7,5,28
P1347,1,0,1,4,5,6,1,2,7,2,5,6,1,7,4,7,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,4,5,7,1,2,3,6,28
P540,1,0,1,4,7,5,6,1,3,4,5,1,6,7,3,7,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,5,7,6,1,3,4,2,28
P159,1,0,1,4,5,2,3,6,1,4,5,1,7,2,6,7,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,6,3,4,1,2,5,7,28
P452,0,0,1,4,3,5,1,2,7,5,3,4,7,1,2,3,4,4,4,5,2,7,0,0,1,0,0,0,0,0,1,4,5,2,1,3,7,6,28
P1236,1,1,#NULL!,4,5,7,6,1,2,8,8,8,8,8,8,7,4,4,4,11,5,8,0,0,1,0,0,0,0,0,1,5,6,7,1,2,4,3,28
P1095,1,1,#NULL!,4,5,6,1,3,2,8,8,8,8,8,8,7,4,4,4,11,5,8,0,0,1,0,0,0,0,0,1,4,6,5,1,2,3,7,28
P142,1,1,#NULL!,4,5,7,6,1,2,8,8,8,8,8,8,3,4,4,1,11,5,8,0,0,1,0,0,0,0,0,1,5,6,7,1,2,4,3,28
P542,1,1,#NULL!,4,5,1,7,6,2,8,8,8,8,8,8,7,4,4,1,11,5,8,0,0,1,0,0,0,0,0,1,3,6,7,1,2,5,4,28
P1398,1,0,0,4,6,1,5,2,7,8,8,8,8,8,8,7,4,4,2,11,5,8,0,0,1,0,0,0,0,0,1,3,5,7,1,4,2,6,28
P1471,1,0,0,4,5,6,1,3,7,8,8,8,8,8,8,2,4,4,4,11,5,8,0,0,1,0,0,0,0,0,1,4,7,5,1,2,3,6,28
P151,1,0,1,4,6,1,5,7,2,4,3,1,5,7,5,3,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,3,6,7,1,4,2,5,28
P1070,1,0,1,4,5,3,1,2,7,5,4,3,2,6,7,2,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,4,5,3,1,2,7,6,28
P1353,1,0,1,4,5,3,1,7,6,4,5,7,1,3,6,7,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,4,7,3,1,2,6,5,28
P322,1,0,1,4,5,7,2,3,1,4,5,7,2,3,1,7,4,4,2,11,5,7,0,0,1,0,0,0,0,0,1,6,4,5,1,2,7,3,28
P731,1,1,#NULL!,4,5,3,6,2,1,8,8,8,8,8,8,2,4,4,4,11,5,8,0,0,1,0,0,0,0,0,1,6,5,3,1,2,4,7,28
P1039,1,1,#NULL!,4,5,3,1,6,2,8,8,8,8,8,8,7,4,4,4,11,5,8,0,0,1,0,0,0,0,0,1,4,6,3,1,2,5,7,28
P1173,1,0,1,4,1,3,5,6,7,4,1,3,5,6,7,7,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,2,7,3,1,4,5,6,28
P1161,1,1,#NULL!,4,5,7,1,3,6,8,8,8,8,8,8,7,4,4,4,11,5,8,0,0,1,0,0,0,0,0,1,4,7,5,1,2,6,3,28
P117,1,1,#NULL!,4,5,7,6,1,3,8,8,8,8,8,8,7,4,4,1,11,5,8,0,0,1,0,0,0,0,0,1,5,7,6,1,2,4,3,28
P465,1,1,#NULL!,4,5,7,6,2,1,8,8,8,8,8,8,2,4,4,2,11,5,8,0,0,1,0,0,0,0,0,1,6,5,7,1,2,4,3,28
P105,1,0,1,4,5,7,3,1,2,5,7,3,4,2,1,7,4,4,4,11,5,2,0,0,1,0,0,0,0,0,1,5,6,4,1,2,7,3,28
P429,1,0,1,4,3,5,7,1,2,4,5,3,1,7,6,2,4,4,1,11,5,7,0,0,1,0,0,0,0,0,1,5,6,2,1,3,7,4,28
P84,1,0,1,4,5,1,6,1,2,5,4,7,6,1,3,3,4,4,4,11,5,7,0,0,1,0,0,0,0,0,1,5,6,7,1,2,4,0,25
P1464,0,0,1,5,4,1,6,2,7,5,4,1,6,7,3,6,1,1,2,7,1,5,1,0,0,0,0,0,0,0,0,3,5,7,2,1,4,6,28
P200,1,1,#NULL!,5,2,6,3,1,4,8,8,8,8,8,8,3,1,2,2,11,5,8,1,0,0,0,0,0,0,0,0,5,2,4,6,1,3,7,28
P1618,1,0,1,5,4,1,6,3,2,5,1,6,7,2,3,7,1,2,1,11,5,7,1,0,0,0,0,0,0,0,0,3,6,5,2,1,4,7,28
P549,1,1,#NULL!,5,7,6,1,3,2,8,8,8,8,8,8,7,1,2,2,11,5,8,1,0,0,0,0,0,0,0,0,4,6,5,7,1,3,2,28
P1390,1,1,#NULL!,5,2,3,6,7,4,8,8,8,8,8,8,7,1,2,2,11,5,8,1,0,0,0,0,0,0,0,0,7,2,3,6,1,4,5,28
P1557,0,1,#NULL!,5,4,2,1,6,3,8,8,8,8,8,8,7,1,2,2,5,2,8,1,0,0,0,0,0,0,0,0,4,3,6,2,1,5,7,28
P140,1,0,0,5,7,4,6,1,2,8,8,8,8,8,8,4,1,2,2,11,5,8,1,0,0,0,0,0,0,0,0,5,6,7,3,1,4,2,28
P1486,1,0,0,5,5,5,6,2,3,8,8,8,8,8,8,2,1,2,3,11,5,8,1,0,0,0,0,0,0,0,0,7,5,6,0,3,4,0,25
P299,0,0,1,5,2,1,3,7,6,2,5,7,6,3,1,7,1,2,2,5,3,7,1,0,0,0,0,0,0,0,0,3,2,4,7,1,6,5,28
P316,1,0,1,5,3,2,7,1,6,5,3,2,5,7,6,2,1,2,1,11,5,2,1,0,0,0,0,0,0,0,0,5,3,2,7,1,6,4,28
P352,1,0,1,5,7,1,6,2,3,5,7,4,1,6,2,3,1,2,2,11,5,7,1,0,0,0,0,0,0,0,0,3,5,6,7,1,4,2,28
P432,1,0,1,5,7,1,6,3,2,7,5,4,1,3,6,7,1,2,1,11,5,2,1,0,0,0,0,0,0,0,0,3,6,5,7,1,4,2,28
P514,1,0,1,5,7,6,4,2,6,5,7,4,2,3,6,2,1,2,3,11,5,2,1,0,0,0,0,0,0,0,0,7,5,0,4,1,6,2,25
P519,1,0,1,5,1,2,3,6,7,5,1,7,2,3,6,7,1,2,2,11,5,7,1,0,0,0,0,0,0,0,0,2,3,4,7,1,5,6,28
P589,1,0,1,5,6,1,3,2,7,5,4,6,1,3,7,7,1,2,2,11,5,7,1,0,0,0,0,0,0,0,0,3,5,4,7,1,2,6,28
P910,0,0,1,5,1,7,4,6,3,5,7,4,6,1,3,7,1,2,1,5,3,7,1,0,0,0,0,0,0,0,0,2,7,6,4,1,5,3,28
P1062,1,0,1,5,7,6,1,3,2,5,7,6,1,3,2,7,1,2,1,11,5,7,1,0,0,0,0,0,0,0,0,4,6,5,7,1,3,2,28
P1229,1,0,1,5,6,1,2,7,3,5,4,6,7,1,2,7,1,2,1,11,5,7,1,0,0,0,0,0,0,0,0,3,4,6,7,1,2,5,28
P1696,1,0,1,5,2,6,7,1,3,6,3,5,4,7,2,3,1,2,2,11,5,7,1,0,0,0,0,0,0,0,0,5,2,6,7,1,3,4,28
P368,1,1,#NULL!,5,4,6,1,2,7,8,8,8,8,8,8,7,1,2,1,11,5,8,1,0,0,0,0,0,0,0,0,4,5,7,2,1,3,6,28
P1559,1,0,0,5,4,1,6,3,2,8,8,8,8,8,8,7,1,2,1,11,5,8,1,0,0,0,0,0,0,0,0,3,6,5,2,1,4,7,28
P1076,1,0,1,5,6,1,3,2,7,5,3,6,1,7,2,7,1,2,1,11,5,7,1,0,0,0,0,0,0,0,0,3,5,4,7,1,2,6,28
P1067,1,0,1,5,4,1,7,6,2,3,6,1,5,4,2,7,1,2,4,11,5,7,1,0,0,0,0,0,0,0,0,3,6,7,2,1,5,4,28
P763,1,0,1,5,4,6,3,2,7,6,5,4,7,2,3,7,1,2,2,11,5,7,1,0,0,0,0,0,0,0,0,7,5,4,2,1,3,6,28
P702,0,0,1,5,2,1,7,3,6,3,2,6,1,5,7,7,1,2,1,7,2,7,1,0,0,0,0,0,0,0,0,3,2,5,7,1,6,4,28
P938,1,1,#NULL!,5,6,4,1,2,7,8,8,8,8,8,8,7,1,2,2,11,5,8,1,0,0,0,0,0,0,0,0,4,5,7,3,1,2,6,28
P1358,1,1,#NULL!,5,2,4,7,6,3,8,8,8,8,8,8,7,1,2,1,11,5,8,1,0,0,0,0,0,0,0,0,7,2,6,3,1,5,4,28
P1566,1,0,1,5,4,7,1,6,3,5,4,7,6,1,3,7,1,2,2,11,5,7,1,0,0,0,0,0,0,0,0,4,7,6,2,1,5,3,28
P867,1,0,0,5,2,1,6,3,7,8,8,8,8,8,8,7,1,2,2,11,5,8,1,0,0,0,0,0,0,0,0,3,2,5,7,1,4,6,28
P1047,1,0,1,5,1,3,2,4,6,4,5,3,6,1,2,2,1,2,1,11,5,2,1,0,0,0,0,0,0,0,0,2,4,3,5,1,6,7,28
P1668,1,1,#NULL!,5,4,7,6,2,3,8,8,8,8,8,8,7,1,2,4,11,5,8,1,0,0,0,0,0,0,0,0,7,5,6,2,1,4,3,28
P197,1,1,#NULL!,5,3,1,2,4,7,8,8,8,8,8,8,2,1,2,2,11,5,8,1,0,0,0,0,0,0,0,0,3,4,2,5,1,7,6,28
P795,1,1,#NULL!,5,4,1,7,3,6,8,8,8,8,8,8,7,1,2,2,11,5,8,1,0,0,0,0,0,0,0,0,3,7,5,2,1,6,4,28
P1334,1,1,#NULL!,5,7,3,1,4,6,8,8,8,8,8,8,7,1,2,1,11,5,8,1,0,0,0,0,0,0,0,0,4,7,3,5,1,6,2,28
P1087,1,0,1,5,1,7,6,3,2,5,1,3,7,6,4,7,1,2,2,11,5,2,1,0,0,0,0,0,0,0,0,2,6,5,7,1,4,3,28
P602,1,1,#NULL!,5,4,6,7,1,3,8,8,8,8,8,8,7,4,3,2,11,5,8,1,0,0,0,0,0,0,0,0,5,7,6,2,1,3,4,28
P495,1,1,#NULL!,5,4,1,6,7,3,8,8,8,8,8,8,7,4,3,1,11,5,8,1,0,0,0,0,0,0,0,0,3,7,6,2,1,4,5,28
P1204,1,1,#NULL!,5,4,7,1,3,6,8,8,8,8,8,8,2,4,3,1,11,5,8,1,0,0,0,0,0,0,0,0,4,7,5,2,1,6,3,28
P1369,1,1,#NULL!,5,4,6,2,3,1,8,8,8,8,8,8,6,4,3,1,11,5,8,1,0,0,0,0,0,0,0,0,6,4,5,2,1,3,7,28
P1103,1,0,1,5,3,4,1,6,2,5,3,7,4,1,2,7,4,3,1,11,5,2,1,0,0,0,0,0,0,0,0,4,6,2,3,1,5,7,28
P1227,1,0,1,5,1,3,2,6,7,6,1,5,3,2,7,7,4,3,2,11,5,7,1,0,0,0,0,0,0,0,0,2,4,3,7,1,5,6,28
P1282,1,0,1,5,4,7,2,3,6,6,7,4,1,5,3,7,4,3,1,11,5,7,1,0,0,0,0,0,0,0,0,7,4,5,2,1,6,3,28
P1592,1,0,1,5,1,4,2,3,6,4,5,7,2,1,6,7,4,3,1,11,5,7,1,0,0,0,0,0,0,0,0,2,4,5,3,1,6,7,28
P1616,1,0,1,5,3,6,1,2,7,3,5,1,6,4,7,7,4,3,3,11,5,7,1,0,0,0,0,0,0,0,0,4,5,2,7,1,3,6,28
P109,1,1,#NULL!,5,3,1,7,4,2,8,8,8,8,8,8,7,4,3,1,11,5,8,1,0,0,0,0,0,0,0,0,3,6,2,5,1,7,4,28
P566,1,1,#NULL!,5,1,7,3,2,6,8,8,8,8,8,8,4,4,3,1,11,5,8,1,0,0,0,0,0,0,0,0,2,5,4,7,1,6,3,28
P718,1,1,#NULL!,5,1,4,2,3,6,8,8,8,8,8,8,7,4,3,1,11,5,8,1,0,0,0,0,0,0,0,0,2,4,5,3,1,6,7,28
P848,0,1,#NULL!,5,3,7,4,1,2,8,8,8,8,8,8,7,4,3,1,5,2,8,1,0,0,0,0,0,0,0,0,5,6,2,4,1,7,3,28
P849,0,1,#NULL!,5,4,2,6,2,1,8,8,8,8,8,8,7,4,3,2,5,2,8,1,0,0,0,0,0,0,0,0,6,5,7,2,1,4,0,25
P907,1,1,#NULL!,5,7,6,1,3,4,8,8,8,8,8,8,7,4,3,2,11,5,8,1,0,0,0,0,0,0,0,0,4,7,5,6,1,3,2,28
P1646,1,1,#NULL!,5,6,1,7,2,4,8,8,8,8,8,8,7,4,3,2,11,5,8,1,0,0,0,0,0,0,0,0,3,5,7,6,1,2,4,28
P1661,1,1,#NULL!,5,4,7,2,3,6,8,8,8,8,8,8,7,4,3,2,11,5,8,1,0,0,0,0,0,0,0,0,7,4,5,2,1,6,3,28
P74,1,0,1,5,3,4,7,1,2,5,7,4,6,1,2,7,4,3,1,11,5,7,1,0,0,0,0,0,0,0,0,5,6,2,3,1,7,4,28
P180,1,0,1,5,7,4,2,1,6,4,5,7,3,6,1,7,4,3,1,11,5,2,1,0,0,0,0,0,0,0,0,5,4,7,3,1,6,2,28
P210,1,0,1,5,4,3,7,2,1,4,5,7,3,6,2,7,4,3,1,11,5,7,1,0,0,0,0,0,0,0,0,6,5,3,2,1,7,4,28
P215,1,0,1,5,4,1,3,6,2,5,3,1,6,2,4,7,4,3,1,11,5,7,1,0,0,0,0,0,0,0,0,3,6,4,2,1,5,7,28
P340,1,0,1,5,6,7,1,4,2,5,6,7,1,4,2,1,4,3,2,11,5,7,1,0,0,0,0,0,0,0,0,4,6,7,5,1,2,3,28
P550,0,0,1,5,7,6,1,3,2,5,7,6,1,2,3,7,4,3,2,5,3,7,1,0,0,0,0,0,0,0,0,4,6,5,7,1,3,2,28
